1999.9999999987	0.9633918638	3.1765673596	0.000000E+00	3.1765673596	26.1501547042	0.000000E+00	26.1501547042	42.9315602382	0.000000E+00	42.9315602382	9.7436669644	0.000000E+00	9.7436669644	26.1501547042	0.000000E+00	26.1501547042	45.6895220886	0.000000E+00	45.6895220886	9.8539360245	0.0519203590	-0.0480796410	-0.0088477846	-0.1088477846	0.0150000000	0.0323530232	0.0150000000	0.1054118139	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	229.0000000000	0.000000E+00	0.0500000000	0.000000E+00	46.0598229421	336.2634835323	0.000000E+00
1999.9999999987	1.2386960226	16.9134760638	0.000000E+00	16.9134760638	39.7551723015	0.000000E+00	39.7551723015	43.0636981914	0.000000E+00	43.0636981914	38.4267747911	0.000000E+00	38.4267747911	39.7551723015	0.000000E+00	39.7551723015	73.3948318447	0.000000E+00	73.3948318447	9.9120636951	0.0826469768	-0.0173530232	0.0095881861	-0.0904118139	0.0150000000	0.0630796410	0.0238477846	0.1238477846	0.0958818608	0.000000E+00	0.3810943138	0.000000E+00	439.0000000000	439.0000000000	0.0500000000	0.000000E+00	46.0598229421	336.2634835323	0.000000E+00
4000.0000000058	0.9633824929	3.1766778571	0.000000E+00	3.1766778572	26.1505926791	0.000000E+00	26.1506426806	42.9314412359	0.000000E+00	42.9315028919	9.7443295842	0.000000E+00	9.7443295842	26.1505926791	0.000000E+00	26.1506426806	45.6895458685	0.000000E+00	45.6895966196	9.8540826543	0.0519192405	-0.0480807595	-0.0088484557	-0.1088484557	0.0150000000	0.0323529491	0.0150000000	0.1054117695	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	229.0000000000	1.0000000000	0.0500000000	2.000000E-05	46.0600174266	335.4889694394	1.0000000000
4000.0000000058	1.2386967325	16.9128988789	1.474992E-07	16.9128988789	39.7548368821	6.668937E-05	39.7548986661	43.0635738437	6.670812E-05	43.0636241736	38.4270723401	3.737004E-07	38.4270725663	39.7548368821	6.668937E-05	39.7548986661	73.3949214000	6.682548E-05	73.3949878081	9.9120680933	0.0826470509	-0.0173529491	0.0095882305	-0.0904117695	0.0150000000	0.0630807595	0.0238484557	0.1238484557	0.0958823053	0.000000E+00	0.3810969248	0.000000E+00	439.0000000000	440.0000000000	0.0500000000	2.000000E-05	46.0600174266	335.4889694394	1.0000000000
6000.0000000131	0.9633794671	3.1767370276	0.000000E+00	3.1767370284	26.1500165869	9.414435E-05	26.1501165065	42.9313631072	9.414435E-05	42.9314864581	9.7445682015	0.000000E+00	9.7445683813	26.1500165869	9.414435E-05	26.1501165065	45.6894891384	9.414435E-05	45.6895906409	9.8539285745	0.0519188793	-0.0480811207	-0.0088486724	-0.1088486724	0.0150000000	0.0323528187	0.0150000000	0.1054116912	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	229.0000000000	1.0000000000	0.0500000000	4.000000E-05	46.0598744103	337.8238235110	1.0000000000
6000.0000000131	1.2386979819	16.9133218371	2.950034E-07	16.9133219291	39.7547008892	0.0001333787	39.7548244484	43.0634525241	0.0001334162	43.0635535087	38.4271749058	7.392566E-07	38.4271750338	39.7547008892	0.0001333787	39.7548244484	73.3948742221	0.0001336497	73.3950068980	9.9120686589	0.0826471813	-0.0173528187	0.0095883088	-0.0904116912	0.0150000000	0.0630811207	0.0238486724	0.1238486724	0.0958830877	0.000000E+00	0.3810907895	0.000000E+00	439.0000000000	440.0000000000	0.0500000000	4.000000E-05	46.0598744103	337.8238235110	1.0000000000
8000.0000000203	0.9633874792	3.1767041876	0.000000E+00	3.1767042668	26.1503622882	0.0001412178	26.1505121599	42.9312156401	0.0001412178	42.9314006640	9.7444997710	0.000000E+00	9.7444997710	26.1503622882	0.0001412178	26.1505121599	45.6893453480	0.0001412178	45.6894978689	9.8539503133	0.0519198357	-0.0480801643	-0.0088480986	-0.1088480986	0.0150000000	0.0323526273	0.0150000000	0.1054115764	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	229.0000000000	1.0000000000	0.0500000000	6.000000E-05	46.0597924297	338.3754765327	1.0000000000
8000.0000000203	1.2386998159	16.9128674002	4.425063E-07	16.9128675383	39.7545989278	0.0002000680	39.7547845137	43.0633286206	0.0002001242	43.0634796276	38.4275947440	1.116120E-06	38.4275949361	39.7545989278	0.0002000680	39.7547845137	73.3950978058	0.0002004726	73.3952968207	9.9120685898	0.0826473727	-0.0173526273	0.0095884236	-0.0904115764	0.0150000000	0.0630801643	0.0238480986	0.1238480986	0.0958842361	0.000000E+00	0.3810997216	0.000000E+00	439.0000000000	440.0000000000	0.0500000000	6.000000E-05	46.0597924297	338.3754765327	1.0000000000
9999.9999999947	0.9633977851	3.1767533426	0.000000E+00	3.1767534483	26.1497641629	0.0001882866	26.1499639986	42.9311204043	0.0001882866	42.9313670963	9.7449130196	0.000000E+00	9.7449130196	26.1497641629	0.0001882866	26.1499639986	45.6890919805	0.0001882866	45.6892951160	9.8539818955	0.0519210658	-0.0480789342	-0.0088473605	-0.1088473605	0.0150000000	0.0323524459	0.0150000000	0.1054114675	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	229.0000000000	1.0000000000	0.0500000000	8.000000E-05	46.0595873198	336.1437410162	1.0000000000
9999.9999999947	1.2387015546	16.9133298864	5.891614E-07	16.9133300638	39.7545267130	0.0002667562	39.7547741596	43.0632201340	0.0002668308	43.0634214469	38.4276615047	1.494832E-06	38.4276616017	39.7545267130	0.0002667562	39.7547741596	73.3950010585	0.0002672977	73.3952662693	9.9120651716	0.0826475541	-0.0173524459	0.0095885325	-0.0904114675	0.0150000000	0.0630789342	0.0238473605	0.1238473605	0.0958853248	0.000000E+00	0.3811022495	0.000000E+00	439.0000000000	440.0000000000	0.0500000000	8.000000E-05	46.0595873198	336.1437410162	1.0000000000
