0.00	0.9692962836	16.4450381787	0.000000E+00	16.4450381787	26.6144300000	0.000000E+00	26.6144300000	43.0594681787	0.000000E+00	43.0594681787	26.6903926978	0.000000E+00	26.6903926978	26.6144300000	0.000000E+00	26.6144300000	53.3048226978	0.000000E+00	53.3048226978	9.8942208514	0.0526240759	-0.0473759241	-0.0084255545	-0.1084255545	0.0150000000	0.0623759241	0.0234255545	0.1234255545	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	356.0000000000	0.000000E+00	0.5000000000
1.00	0.9758003159	16.0635600924	0.000000E+00	16.0635600924	26.9921326014	0.000000E+00	26.9921326014	43.0556926938	0.000000E+00	43.0556926938	25.3008830472	0.000000E+00	25.3008830472	26.9921326014	0.000000E+00	26.9921326014	52.2930156487	0.000000E+00	52.2930156487	9.8968080078	0.0533968381	-0.0466031619	-0.0079618971	-0.1079618971	0.0150000000	0.0616031619	0.0229618971	0.1229618971	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	343.0000000000	0.000000E+00	0.5000000000
2.00	0.9846091903	15.4657201424	0.000000E+00	15.4657201424	27.5850322815	0.000000E+00	27.5850322815	43.0507524239	0.000000E+00	43.0507524239	23.7219690534	0.000000E+00	23.7219690534	27.5850322815	0.000000E+00	27.5850322815	51.3070013349	0.000000E+00	51.3070013349	9.8892935485	0.0544394229	-0.0455605771	-0.0073363462	-0.1073363462	0.0150000000	0.0605605771	0.0223363462	0.1223363462	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	329.0000000000	0.000000E+00	0.5000000000
3.00	0.9957118130	14.7412664965	0.000000E+00	14.7412664965	28.3035831033	0.000000E+00	28.3035831033	43.0448495997	0.000000E+00	43.0448495997	22.0469722383	0.000000E+00	22.0469722383	28.3035831033	0.000000E+00	28.3035831033	50.3505553416	0.000000E+00	50.3505553416	9.8816499711	0.0557469388	-0.0442530612	-0.0065518367	-0.1065518367	0.0150000000	0.0592530612	0.0215518367	0.1215518367	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	315.0000000000	0.000000E+00	0.5000000000
4.00	1.0091453534	14.0156541455	0.000000E+00	14.0156541455	29.0221708552	0.000000E+00	29.0221708552	43.0378250007	0.000000E+00	43.0378250007	20.4057179521	0.000000E+00	20.4057179521	29.0221708552	0.000000E+00	29.0221708552	49.4278888073	0.000000E+00	49.4278888073	9.8887614376	0.0573192764	-0.0426807236	-0.0056084342	-0.1056084342	0.0150000000	0.0576807236	0.0206084342	0.1206084342	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	302.0000000000	0.000000E+00	0.5000000000
5.00	1.0250802143	12.9973731359	0.000000E+00	12.9973731359	30.0320366062	0.000000E+00	30.0320366062	43.0294097421	0.000000E+00	43.0294097421	18.5117444913	0.000000E+00	18.5117444913	30.0320366062	0.000000E+00	30.0320366062	48.5437810975	0.000000E+00	48.5437810975	9.8738709105	0.0591707742	-0.0408292258	-0.0044975355	-0.1044975355	0.0150000000	0.0558292258	0.0194975355	0.1194975355	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	287.0000000000	0.000000E+00	0.5000000000
6.00	1.0435704567	12.0241279008	0.000000E+00	12.0241279008	30.9959670082	0.000000E+00	30.9959670082	43.0200949089	0.000000E+00	43.0200949089	16.7081632341	0.000000E+00	16.7081632341	30.9959670082	0.000000E+00	30.9959670082	47.7041302423	0.000000E+00	47.7041302423	9.8786178749	0.0613008954	-0.0386991046	-0.0032194627	-0.1032194627	0.0150000000	0.0536991046	0.0182194627	0.1182194627	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	273.0000000000	0.000000E+00	0.5000000000
7.00	1.0643314835	10.9044853052	0.000000E+00	10.9044853052	32.1051780748	0.000000E+00	32.1051780748	43.0096633800	0.000000E+00	43.0096633800	14.8100247540	0.000000E+00	14.8100247540	32.1051780748	0.000000E+00	32.1051780748	46.9152028288	0.000000E+00	46.9152028288	9.8750305672	0.0636695186	-0.0363304814	-0.0017982889	-0.1017982889	0.0150000000	0.0513304814	0.0167982889	0.1167982889	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	258.0000000000	0.000000E+00	0.5000000000
8.00	1.0877616017	9.6695592222	0.000000E+00	9.6695592222	33.3285130552	0.000000E+00	33.3285130552	42.9980722774	0.000000E+00	42.9980722774	12.8554487192	0.000000E+00	12.8554487192	33.3285130552	0.000000E+00	33.3285130552	46.1839617745	0.000000E+00	46.1839617745	9.8679498764	0.0663137598	-0.0336862402	-0.0002117441	-0.1002117441	0.0150000000	0.0486862402	0.0152117441	0.1152117441	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	242.0000000000	0.000000E+00	0.5000000000
9.00	1.1128589785	8.3866511797	0.000000E+00	8.3866511797	34.5994428536	0.000000E+00	34.5994428536	42.9860940333	0.000000E+00	42.9860940333	11.1142846757	0.000000E+00	11.1142846757	34.5994428536	0.000000E+00	34.5994428536	45.7137275293	0.000000E+00	45.7137275293	9.8580271693	0.0691127425	-0.0308872575	0.0014676455	-0.0985323545	0.0150000000	0.0458872575	0.0150000000	0.1135323545	0.0146764553	0.000000E+00	0.0507797175	0.000000E+00	227.0000000000	0.000000E+00	0.5000000000
10.00	1.1381403814	7.2466802950	0.000000E+00	7.2466802950	35.7274059382	0.000000E+00	35.7274059382	42.9740862332	0.000000E+00	42.9740862332	10.1132942824	0.000000E+00	10.1132942824	35.7274059382	0.000000E+00	35.7274059382	45.8407002207	0.000000E+00	45.8407002207	9.8611388567	0.0718979234	-0.0281020766	0.0031387541	-0.0968612459	0.0150000000	0.0431020766	0.0150000000	0.1118612459	0.0313875405	0.000000E+00	0.1121395402	0.000000E+00	212.0000000000	0.000000E+00	0.5000000000
11.00	1.1623213798	6.2036092230	0.000000E+00	6.2036092230	36.7590475811	0.000000E+00	36.7590475811	42.9626568042	0.000000E+00	42.9626568042	9.8197626244	0.000000E+00	9.8197626244	36.7590475811	0.000000E+00	36.7590475811	46.5788102056	0.000000E+00	46.5788102056	9.8641121076	0.0745302191	-0.0254697809	0.0047181315	-0.0952818685	0.0150000000	0.0404697809	0.0150000000	0.1102818685	0.0471813146	0.000000E+00	0.1734340188	0.000000E+00	196.0000000000	0.000000E+00	0.5000000000
12.00	1.1845893219	5.2177086193	0.000000E+00	5.2177086193	37.7347965616	0.000000E+00	37.7347965616	42.9525051809	0.000000E+00	42.9525051809	10.1701054243	0.000000E+00	10.1701054243	37.7347965616	0.000000E+00	37.7347965616	47.9049019859	0.000000E+00	47.9049019859	9.8578921430	0.0769273564	-0.0230726436	0.0061564138	-0.0938435862	0.0150000000	0.0380726436	0.0150000000	0.1088435862	0.0615641382	0.000000E+00	0.2323110231	0.000000E+00	178.0000000000	0.000000E+00	0.5000000000
13.00	1.2038425496	4.4599493348	0.000000E+00	4.4599493348	38.4838333637	0.000000E+00	38.4838333637	42.9437826984	0.000000E+00	42.9437826984	11.2776542640	0.000000E+00	11.2776542640	38.4838333637	0.000000E+00	38.4838333637	49.7614876277	0.000000E+00	49.7614876277	9.8618591300	0.0789794895	-0.0210205105	0.0073876937	-0.0926123063	0.0150000000	0.0360205105	0.0150000000	0.1076123063	0.0738769370	0.000000E+00	0.2843067735	0.000000E+00	160.0000000000	0.000000E+00	0.5000000000
14.00	1.2194925946	3.8644996323	0.000000E+00	3.8644996323	39.0724090885	0.000000E+00	39.0724090885	42.9369087208	0.000000E+00	42.9369087208	12.9938405552	0.000000E+00	12.9938405552	39.0724090885	0.000000E+00	39.0724090885	52.0662496437	0.000000E+00	52.0662496437	9.8654743604	0.0806337740	-0.0193662260	0.0083802644	-0.0916197356	0.0150000000	0.0343662260	0.0150000000	0.1066197356	0.0838026438	0.000000E+00	0.3274371183	0.000000E+00	141.0000000000	0.000000E+00	0.5000000000
15.00	1.2308949932	3.4461838052	0.000000E+00	3.4461838052	39.4860345788	0.000000E+00	39.4860345788	42.9322183841	0.000000E+00	42.9322183841	15.2244736771	0.000000E+00	15.2244736771	39.4860345788	0.000000E+00	39.4860345788	54.7105082559	0.000000E+00	54.7105082559	9.8690075634	0.0818313553	-0.0181686447	0.0090988132	-0.0909011868	0.0150000000	0.0331686447	0.0150000000	0.1059011868	0.0909881318	0.000000E+00	0.3592760519	0.000000E+00	121.0000000000	0.000000E+00	0.5000000000
16.00	1.2373442717	3.2184752519	0.000000E+00	3.2184752519	39.7115516819	0.000000E+00	39.7115516819	42.9300269339	0.000000E+00	42.9300269339	17.8523920742	0.000000E+00	17.8523920742	39.7115516819	0.000000E+00	39.7115516819	57.5639437562	0.000000E+00	57.5639437562	9.8718903771	0.0825058622	-0.0174941378	0.0095035173	-0.0904964827	0.0150000000	0.0324941378	0.0150000000	0.1054964827	0.0950351733	0.000000E+00	0.3773994195	0.000000E+00	100.0000000000	0.000000E+00	0.5000000000
17.00	1.2385547438	3.2146247499	0.000000E+00	3.2146247499	39.7158171627	0.000000E+00	39.7158171627	42.9304419125	0.000000E+00	42.9304419125	20.7646443104	0.000000E+00	20.7646443104	39.7158171627	0.000000E+00	39.7158171627	60.4804614730	0.000000E+00	60.4804614730	9.8782542071	0.0826322324	-0.0173677676	0.0095793394	-0.0904206606	0.0150000000	0.0323677676	0.0150000000	0.1054206606	0.0957933942	0.000000E+00	0.3804512930	0.000000E+00	79.0000000000	0.000000E+00	0.5000000000
18.00	1.2343884458	3.4053096145	0.000000E+00	3.4053096145	39.5281252219	0.000000E+00	39.5281252219	42.9334348364	0.000000E+00	42.9334348364	23.7801868159	0.000000E+00	23.7801868159	39.5281252219	0.000000E+00	39.5281252219	63.3083120378	0.000000E+00	63.3083120378	9.8831601974	0.0821969780	-0.0178030220	0.0093181868	-0.0906818132	0.0150000000	0.0328030220	0.0150000000	0.1056818132	0.0931818682	0.000000E+00	0.3683304555	0.000000E+00	57.0000000000	0.000000E+00	0.5000000000
19.00	1.2250773716	3.8041036803	0.000000E+00	3.8041036803	39.1347856892	0.000000E+00	39.1347856892	42.9388893695	0.000000E+00	42.9388893695	26.7659107171	0.000000E+00	26.7659107171	39.1347856892	0.000000E+00	39.1347856892	65.9006964063	0.000000E+00	65.9006964063	9.8892288332	0.0812211446	-0.0187788554	0.0087326868	-0.0912673132	0.0150000000	0.0337788554	0.0150000000	0.1062673132	0.0873268675	0.000000E+00	0.3417518246	0.000000E+00	35.0000000000	0.000000E+00	0.5000000000
20.00	1.2113590756	4.3707192623	0.000000E+00	4.3707192623	38.5756884659	0.000000E+00	38.5756884659	42.9464077282	0.000000E+00	42.9464077282	29.5513139358	0.000000E+00	29.5513139358	38.5756884659	0.000000E+00	38.5756884659	68.1270024017	0.000000E+00	68.1270024017	9.8934560196	0.0797755567	-0.0202244433	0.0078653340	-0.0921346660	0.0150000000	0.0352244433	0.0150000000	0.1071346660	0.0786533402	0.000000E+00	0.3034106747	0.000000E+00	25.0000000000	0.000000E+00	0.5000000000
21.00	1.1970172293	4.9526996853	0.000000E+00	4.9526996853	38.0013712862	0.000000E+00	38.0013712862	42.9540709716	0.000000E+00	42.9540709716	31.9259411986	0.000000E+00	31.9259411986	38.0013712862	0.000000E+00	38.0013712862	69.9273124848	0.000000E+00	69.9273124848	9.8943615010	0.0782541570	-0.0217458430	0.0069524942	-0.0930475058	0.0150000000	0.0367458430	0.0150000000	0.1080475058	0.0695249422	0.000000E+00	0.2642043144	0.000000E+00	27.0000000000	0.000000E+00	0.5000000000
22.00	1.1832283652	5.5257030263	0.000000E+00	5.5257030263	37.4356045753	0.000000E+00	37.4356045753	42.9613076016	0.000000E+00	42.9613076016	33.8870457828	0.000000E+00	33.8870457828	37.4356045753	0.000000E+00	37.4356045753	71.3226503582	0.000000E+00	71.3226503582	9.8951955249	0.0767815820	-0.0232184180	0.0060689492	-0.0939310508	0.0150000000	0.0382184180	0.0150000000	0.1089310508	0.0606894920	0.000000E+00	0.2271947823	0.000000E+00	29.0000000000	0.000000E+00	0.5000000000
23.00	1.1699690432	6.0898881346	0.000000E+00	6.0898881346	36.8782610334	0.000000E+00	36.8782610334	42.9681491680	0.000000E+00	42.9681491680	35.4621261141	0.000000E+00	35.4621261141	36.8782610334	0.000000E+00	36.8782610334	72.3403871475	0.000000E+00	72.3403871475	9.8960071758	0.0753563742	-0.0246436258	0.0052138245	-0.0947861755	0.0150000000	0.0396436258	0.0150000000	0.1097861755	0.0521382453	0.000000E+00	0.1922767819	0.000000E+00	31.0000000000	0.000000E+00	0.5000000000
24.00	1.1572097415	6.6454126791	0.000000E+00	6.6454126791	36.3292152558	0.000000E+00	36.3292152558	42.9746279349	0.000000E+00	42.9746279349	36.6770962521	0.000000E+00	36.6770962521	36.3292152558	0.000000E+00	36.3292152558	73.0063115079	0.000000E+00	73.0063115079	9.8967971944	0.0739763287	-0.0260236713	0.0043857972	-0.0956142028	0.0150000000	0.0410236713	0.0150000000	0.1106142028	0.0438579721	0.000000E+00	0.1593325711	0.000000E+00	33.0000000000	0.000000E+00	0.5000000000
25.00	1.1449231611	7.1924292794	0.000000E+00	7.1924292794	35.7883437049	0.000000E+00	35.7883437049	42.9807729843	0.000000E+00	42.9807729843	37.5563547737	0.000000E+00	37.5563547737	35.7883437049	0.000000E+00	35.7883437049	73.3446984786	0.000000E+00	73.3446984786	9.8975661773	0.0726393827	-0.0273606173	0.0035836296	-0.0964163704	0.0150000000	0.0423606173	0.0150000000	0.1114163704	0.0358362959	0.000000E+00	0.1282521676	0.000000E+00	35.0000000000	0.000000E+00	0.5000000000
26.00	1.1330840338	7.7310858663	0.000000E+00	7.7310858663	35.2555246823	0.000000E+00	35.2555246823	42.9866105486	0.000000E+00	42.9866105486	38.1228815979	0.000000E+00	38.1228815979	35.2555246823	0.000000E+00	35.2555246823	73.3784062803	0.000000E+00	73.3784062803	9.8983147223	0.0713436057	-0.0286563943	0.0028061634	-0.0971938366	0.0150000000	0.0436563943	0.0150000000	0.1121938366	0.0280616344	0.000000E+00	0.0989327644	0.000000E+00	37.0000000000	0.000000E+00	0.5000000000
27.00	1.1216689295	8.2615260157	0.000000E+00	8.2615260157	34.7306383015	0.000000E+00	34.7306383015	42.9921643172	0.000000E+00	42.9921643172	38.3983273784	0.000000E+00	38.3983273784	34.7306383015	0.000000E+00	34.7306383015	73.1289656800	0.000000E+00	73.1289656800	9.8990434248	0.0700871887	-0.0299128113	0.0020523132	-0.0979476868	0.0150000000	0.0449128113	0.0150000000	0.1129476868	0.0205231321	0.000000E+00	0.0712781480	0.000000E+00	39.0000000000	0.000000E+00	0.5000000000
28.00	1.1106560851	8.7838892481	0.000000E+00	8.7838892481	34.2135664609	0.000000E+00	34.2135664609	42.9974557090	0.000000E+00	42.9974557090	38.4030960860	0.000000E+00	38.4030960860	34.2135664609	0.000000E+00	34.2135664609	72.6166625468	0.000000E+00	72.6166625468	9.8997528738	0.0688684334	-0.0311315666	0.0013210600	-0.0986789400	0.0150000000	0.0461315666	0.0150000000	0.1136789400	0.0132106002	0.000000E+00	0.0451981747	0.000000E+00	41.0000000000	0.000000E+00	0.5000000000
29.00	1.1000252532	9.2983112995	0.000000E+00	9.2983112995	33.7041928170	0.000000E+00	33.7041928170	43.0025041165	0.000000E+00	43.0025041165	38.1564214275	0.000000E+00	38.1564214275	33.7041928170	0.000000E+00	33.7041928170	71.8606142445	0.000000E+00	71.8606142445	9.9004436495	0.0676857436	-0.0323142564	0.0006114461	-0.0993885539	0.0150000000	0.0473142564	0.0150000000	0.1143885539	0.0061144615	0.000000E+00	0.0206082988	0.000000E+00	43.0000000000	0.000000E+00	0.5000000000
30.00	1.0897569448	9.8050712283	0.000000E+00	9.8050712283	33.2022562504	0.000000E+00	33.2022562504	43.0073274787	0.000000E+00	43.0073274787	37.6779023365	0.000000E+00	37.6779023365	33.2022562504	0.000000E+00	33.2022562504	70.8801585869	0.000000E+00	70.8801585869	9.9011318101	0.0665375473	-0.0334624527	-7.747164E-05	-0.1000774716	0.0150000000	0.0484624527	0.0150774716	0.1150774716	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	45.0000000000	0.000000E+00	0.5000000000
31.00	1.0796246504	10.3177856996	0.000000E+00	10.3177856996	32.6942591825	0.000000E+00	32.6942591825	43.0120448821	0.000000E+00	43.0120448821	37.1169514509	0.000000E+00	37.1169514509	32.6942591825	0.000000E+00	32.6942591825	69.8112106334	0.000000E+00	69.8112106334	9.9022138775	0.0653988943	-0.0346011057	-0.0007606634	-0.1007606634	0.0150000000	0.0496011057	0.0157606634	0.1157606634	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	45.0000000000	0.000000E+00	0.5000000000
32.00	1.0694069873	10.8448715231	0.000000E+00	10.8448715231	32.1718992371	0.000000E+00	32.1718992371	43.0167707602	0.000000E+00	43.0167707602	36.5643520360	0.000000E+00	36.5643520360	32.1718992371	0.000000E+00	32.1718992371	68.7362512731	0.000000E+00	68.7362512731	9.9033144717	0.0642449057	-0.0357550943	-0.0014530566	-0.1014530566	0.0150000000	0.0507550943	0.0164530566	0.1164530566	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	45.0000000000	0.000000E+00	0.5000000000
33.00	1.0591220013	11.3856580043	0.000000E+00	11.3856580043	31.6358412503	0.000000E+00	31.6358412503	43.0214992546	0.000000E+00	43.0214992546	36.0199797545	0.000000E+00	36.0199797545	31.6358412503	0.000000E+00	31.6358412503	67.6558210048	0.000000E+00	67.6558210048	9.9043987160	0.0630774465	-0.0369225535	-0.0021535321	-0.1021535321	0.0150000000	0.0519225535	0.0171535321	0.1171535321	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	45.0000000000	0.000000E+00	0.5000000000
34.00	1.0487928705	11.9393961157	0.000000E+00	11.9393961157	31.0868256396	0.000000E+00	31.0868256396	43.0262217553	0.000000E+00	43.0262217553	35.4837121204	0.000000E+00	35.4837121204	31.0868256396	0.000000E+00	31.0868256396	66.5705377600	0.000000E+00	66.5705377600	9.9054641741	0.0618990067	-0.0381009933	-0.0028605960	-0.1028605960	0.0150000000	0.0531009933	0.0178605960	0.1178605960	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	45.0000000000	0.000000E+00	0.5000000000
35.00	1.0384427506	12.5052642206	0.000000E+00	12.5052642206	30.5256652837	0.000000E+00	30.5256652837	43.0309295043	0.000000E+00	43.0309295043	34.9554284712	0.000000E+00	34.9554284712	30.5256652837	0.000000E+00	30.5256652837	65.4810937550	0.000000E+00	65.4810937550	9.9065086607	0.0607121257	-0.0392878743	-0.0035727246	-0.1035727246	0.0150000000	0.0542878743	0.0185727246	0.1185727246	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	45.0000000000	0.000000E+00	0.5000000000
36.00	1.0280945490	13.0823739307	0.000000E+00	13.0823739307	29.9532397941	0.000000E+00	29.9532397941	43.0356137248	0.000000E+00	43.0356137248	34.4350099409	0.000000E+00	34.4350099409	29.9532397941	0.000000E+00	29.9532397941	64.3882497351	0.000000E+00	64.3882497351	9.9075302451	0.0595193671	-0.0404806329	-0.0042883797	-0.1042883797	0.0150000000	0.0554806329	0.0192883797	0.1192883797	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	45.0000000000	0.000000E+00	0.5000000000
37.00	1.0177707090	13.6697768066	0.000000E+00	13.6697768066	29.3704889353	0.000000E+00	29.3704889353	43.0402657419	0.000000E+00	43.0402657419	33.9223394332	0.000000E+00	33.9223394332	29.3704889353	0.000000E+00	29.3704889353	63.2928283685	0.000000E+00	63.2928283685	9.9085272490	0.0583232940	-0.0416767060	-0.0050060236	-0.1050060236	0.0150000000	0.0566767060	0.0200060236	0.1200060236	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	45.0000000000	0.000000E+00	0.5000000000
